OBJECTID,MeasuredLe,NominalVol,OperatingV,ConductorT,FeederID,ConductorC,OWNER,OPERATINGC,Shape_Length,FacilityID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
66,219.74159741,380,380,OPN,RMT004,HOR,Utility,Distribution,90.02400790931173,POH -66,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78249215,-88.15076645
67,224.89581436,380,380,OPN,RMT004,HOR,Utility,Distribution,92.1360233594365,POH -67,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78310103,-88.15071493
68,273.71851008,380,380,OPN,RMT004,HOR,Utility,Distribution,112.1367579537434,POH -68,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78378276,-88.15063957
69,202.44786615,380,380,OPN,RMT004,HOR,Utility,Distribution,82.69935776749546,POH -69,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78811925,-88.14739949
70,18.92557948,380,380,OPN,RMT004,HOR,Utility,Distribution,7.725282755114397,POH -70,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7881641,-88.14779694
71,379.90372237,380,380,OPN,RMT004,HOR,Utility,Distribution,155.66592744610148,POH -71,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79288874,-88.14764348
72,313.10592965,380,380,OPN,RMT004,HOR,Utility,Distribution,128.29329654733945,POH -72,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79193822,-88.14767701
73,101.66721568,380,380,OPN,RMT004,HOR,Utility,Distribution,41.657283777112916,POH -73,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79136943,-88.14770252
74,201.28726228,380,380,OPN,RMT004,HOR,Utility,Distribution,82.47507554671316,POH -74,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79095393,-88.14771969
75,363.80597221,380,380,OPN,RMT004,HOR,Utility,Distribution,149.06339494251463,POH -75,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79017893,-88.14775191
76,214.10807741,380,380,OPN,RMT004,HOR,Utility,Distribution,87.72606705187232,POH -76,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78938629,-88.14778289
77,232.5965506,380,380,OPN,RMT004,HOR,Utility,Distribution,95.30051617201316,POH -77,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78877367,-88.14780888
78,92.15972903,380,380,OPN,RMT004,HOR,Utility,Distribution,37.75978701682121,POH -78,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78829026,-88.14782762
79,78.66322368,380,380,OPN,RMT004,HOR,Utility,Distribution,32.22934363450408,POH -79,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78702402,-88.14787671
80,230.4137445,380,380,OPN,RMT004,HOR,Utility,Distribution,94.40426118108596,POH -80,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78748911,-88.14785881
81,73.51248018,380,380,OPN,RMT004,HOR,Utility,Distribution,30.11882664733091,POH -81,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78652006,-88.14789313
82,327.27303254,380,380,OPN,RMT004,HOR,Utility,Distribution,133.59151583803907,POH -82,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78818596,-88.14843093
83,325.28591103,380,380,OPN,RMT004,HOR,Utility,Distribution,133.09768407875933,POH -83,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79352279,-88.14900217
84,134.11053784,380,380,OPN,RMT004,HOR,Utility,Distribution,54.95177396173544,POH -84,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7930459,-88.14881338
85,482.06213572,380,380,OPN,RMT004,HOR,Utility,Distribution,197.5229987447388,POH -85,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79220097,-88.14885357
86,101.00072732,380,380,OPN,RMT004,HOR,Utility,Distribution,41.384146827030065,POH -86,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79140129,-88.14888623
87,214.18420563,380,380,OPN,RMT004,HOR,Utility,Distribution,87.75950136520787,POH -87,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79096903,-88.14890449
88,254.7195361,380,380,OPN,RMT004,HOR,Utility,Distribution,104.36730699363694,POH -88,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79032596,-88.14893242
89,309.65013039,380,380,OPN,RMT004,HOR,Utility,Distribution,126.87270199087422,POH -89,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78955196,-88.1489655
90,198.06130279,380,380,OPN,RMT004,HOR,Utility,Distribution,81.15063999028678,POH -90,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78885562,-88.14899385
91,138.60697586,380,380,OPN,RMT004,HOR,Utility,Distribution,56.78984599998279,POH -91,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78839395,-88.14901454
92,105.58452954,380,380,OPN,RMT004,HOR,Utility,Distribution,43.260251560644804,POH -92,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78802515,-88.14903094
93,296.21453372,380,380,OPN,RMT004,HOR,Utility,Distribution,121.36392551894365,POH -93,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78747398,-88.14904736
94,107.07561125,380,380,OPN,RMT004,HOR,Utility,Distribution,43.87031433954371,POH -94,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78692082,-88.14906775
95,345.24845196,380,380,OPN,RMT004,HOR,Utility,Distribution,141.44599656292644,POH -95,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78630197,-88.14911756
96,308.6144665,380,380,OPN,RMT004,HOR,Utility,Distribution,125.97519733228368,POH -96,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78822508,-88.14959546
97,244.44336139,380,380,OPN,RMT004,HOR,Utility,Distribution,100.14083269514578,POH -97,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78623735,-88.15029743
98,191.22751571,380,380,OPN,RMT004,HOR,Utility,Distribution,78.34837721966984,POH -98,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78683078,-88.15021873
99,198.39888927,380,380,OPN,RMT004,HOR,Utility,Distribution,81.28712893977936,POH -99,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78736521,-88.15019942
100,99.37977193,380,380,OPN,RMT004,HOR,Utility,Distribution,40.71769881011882,POH -100,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78777363,-88.15018349
101,119.42308297,380,380,OPN,RMT004,HOR,Utility,Distribution,48.929907746137516,POH -101,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78807366,-88.15016884
102,288.33206723,380,380,OPN,RMT004,HOR,Utility,Distribution,118.13651382401574,POH -102,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78863291,-88.15014809
103,99.59635178,380,380,OPN,RMT004,HOR,Utility,Distribution,40.807390550973174,POH -103,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78916496,-88.15012655
104,24.05365065,380,380,OPN,RMT004,HOR,Utility,Distribution,9.855410141755465,POH -104,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78933454,-88.15011956
105,298.24333556,380,380,OPN,RMT004,HOR,Utility,Distribution,122.19994019409006,POH -105,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79002149,-88.15009008
106,155.41010439,380,380,OPN,RMT004,HOR,Utility,Distribution,63.67719436455778,POH -106,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79064365,-88.1500635
107,108.26175446,380,380,OPN,RMT004,HOR,Utility,Distribution,44.358914679797145,POH -107,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79100526,-88.15004796
108,301.24748137,380,380,OPN,RMT004,HOR,Utility,Distribution,123.43378413292666,POH -108,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79156688,-88.15002403
109,412.1102263,380,380,OPN,RMT004,HOR,Utility,Distribution,168.80602411753696,POH -109,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79310453,-88.15010166
110,210.04231222,380,380,OPN,RMT004,HOR,Utility,Distribution,86.06415712646216,POH -110,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79226814,-88.14999637
111,80.07109593,380,380,OPN,RMT004,HOR,Utility,Distribution,32.686192542597794,POH -111,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79161809,-88.15441751
112,125.30005351,380,380,OPN,RMT004,HOR,Utility,Distribution,51.339009052389365,POH -112,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78946961,-88.15180238
113,435.86627322,380,380,OPN,RMT004,HOR,Utility,Distribution,177.98883340119707,POH -113,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78319569,-88.17037337
114,483.91578044,380,380,OPN,RMT004,HOR,Utility,Distribution,198.27142048369402,POH -114,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78865085,-88.14706039
115,181.1707994,380,380,OPN,RMT004,HOR,Utility,Distribution,74.23000911667788,POH -115,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78864738,-88.14345939
116,194.13931668,380,380,OPN,RMT004,HOR,Utility,Distribution,79.54402021772327,POH -116,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78916213,-88.14343884
117,192.38264777,380,380,OPN,RMT004,HOR,Utility,Distribution,78.5262088938018,POH -117,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7856995,-88.15435569
118,326.35649712,380,380,OPN,RMT004,HOR,Utility,Distribution,133.7059589879974,POH -118,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78520712,-88.15175232
119,207.4299728,380,380,OPN,RMT004,HOR,Utility,Distribution,84.97396981285165,POH -119,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78392811,-88.15188202
120,119.99086244,380,380,OPN,RMT004,HOR,Utility,Distribution,48.97511298221793,POH -120,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78211153,-88.14789576
121,308.39507365,380,380,OPN,RMT004,HOR,Utility,Distribution,126.34465456912108,POH -121,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78254084,-88.14809431
122,99.63828721,380,380,OPN,RMT004,HOR,Utility,Distribution,40.821993726960685,POH -122,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78535564,-88.14798249
123,83.65416867,380,380,OPN,RMT004,HOR,Utility,Distribution,34.273284756831025,POH -123,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78510427,-88.14799329
124,125.36837393,380,380,OPN,RMT004,HOR,Utility,Distribution,51.36074173324415,POH -124,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78184773,-88.15222956
125,15.00703932,380,380,OPN,RMT004,HOR,Utility,Distribution,6.148694999277694,POH -125,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78715249,-88.14787132
126,214.63635006,380,380,OPN,RMT004,HOR,Utility,Distribution,87.61341518980873,POH -126,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78801422,-88.14567686
127,341.14944238,380,380,OPN,RMT004,HOR,Utility,Distribution,139.27219896118888,POH -127,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79439895,-88.15402
128,124.50654176,380,380,OPN,RMT004,HOR,Utility,Distribution,51.0123172492224,POH -128,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78741353,-88.15189572
129,128.44761281,380,380,OPN,RMT004,HOR,Utility,Distribution,52.426154008686645,POH -129,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78167778,-88.15200526
130,12.83684896,380,380,OPN,RMT004,HOR,Utility,Distribution,5.258165400619711,POH -130,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7816565,-88.15083562
131,12.88760409,380,380,OPN,RMT004,HOR,Utility,Distribution,5.279104712179491,POH -131,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78169109,-88.15082628
132,86.54786263,380,380,OPN,RMT004,HOR,Utility,Distribution,35.325237999875185,POH -132,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78212398,-88.14827402
133,393.41832444,380,380,OPN,RMT004,HOR,Utility,Distribution,161.17085248021954,POH -133,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78744825,-88.14711454
134,191.75671994,380,380,OPN,RMT004,HOR,Utility,Distribution,78.27466904184223,POH -134,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78691628,-88.14753038
135,13.84479199,380,380,OPN,RMT004,HOR,Utility,Distribution,5.672573316987628,POH -135,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78843567,-88.14782272
136,12.45405346,380,380,OPN,RMT004,HOR,Utility,Distribution,5.10270658364234,POH -136,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78818711,-88.14903012
137,12.20265084,380,380,OPN,RMT004,HOR,Utility,Distribution,5.0000203703131625,POH -137,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79272939,-88.15455952
138,474.56240898,380,380,OPN,RMT004,HOR,Utility,Distribution,194.4435886660217,POH -138,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78996532,-88.14700426
139,89.2968179,380,380,OPN,RMT004,HOR,Utility,Distribution,36.58744328903948,POH -139,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78949,-88.15011294
140,115.61870719,380,380,OPN,RMT004,HOR,Utility,Distribution,47.366572437587855,POH -140,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78203266,-88.15079985
141,98.28182122,380,380,OPN,RMT004,HOR,Utility,Distribution,40.264133861287824,POH -141,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78196392,-88.14942973
142,192.75712818,380,380,OPN,RMT004,HOR,Utility,Distribution,78.67915397222175,POH -142,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78568309,-88.15308305
143,174.91966159,380,380,OPN,RMT004,HOR,Utility,Distribution,71.67238981026111,POH -143,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79194421,-88.15169971
144,130.07726427,380,380,OPN,RMT004,HOR,Utility,Distribution,53.29301471195735,POH -144,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78583204,-88.15169824
145,90.0058223,380,380,OPN,RMT004,HOR,Utility,Distribution,36.874859493242944,POH -145,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78645859,-88.15162375
146,201.94621344,380,380,OPN,RMT004,HOR,Utility,Distribution,82.72936034921881,POH -146,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78229446,-88.1521719
147,411.69105646,380,380,OPN,RMT004,HOR,Utility,Distribution,168.06200401037682,POH -147,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79146295,-88.14484905
148,423.60800583,380,380,OPN,RMT004,HOR,Utility,Distribution,173.03040590645804,POH -148,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78754358,-88.14275367
149,452.38666297,380,380,OPN,RMT004,HOR,Utility,Distribution,185.29734510728903,POH -149,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78833976,-88.14216906
150,500.26539908,380,380,OPN,RMT004,HOR,Utility,Distribution,204.8716567758054,POH -150,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78957128,-88.14260483
